"No","품목일련번호 [PTNT_PRDLST_CRTR_CD] ","제품명 [PRDLST_NM] ","주성분명 [DRUG_CPNT_KOR_NM] ","주성분명(영문) [DRUG_CPNT_ENG_NM] ","특허권등재자 [BSSH_NM] ","등재특허권자 [PTHD_NM] ","등재일자 [PTNT_REG_DT] ","특허번호 [PTNT_NO] ","rownum"
"411","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","2006-07-07 00:00:00","10-0601073-0000","411"
"412","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","2007-09-27 00:00:00","10-0763288-0000","412"
"413","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","1998-02-18 00:00:00","10-0138529-0000","413"
"414","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","2005-05-10 00:00:00","10-0490222-0000","414"
"415","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","2006-07-07 00:00:00","10-0601073-0000","415"
"416","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","2007-09-27 00:00:00","10-0763288-0000","416"
"417","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","1998-02-18 00:00:00","10-0138529-0000","417"
"418","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","2005-05-10 00:00:00","10-0490222-0000","418"
"419","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","2006-07-07 00:00:00","10-0601073-0000","419"
"420","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","2007-09-27 00:00:00","10-0763288-0000","420"
"421","200209427","트리돌솔루블정50mg(트라마돌염산염)","트라마돌염산염","Tramadol Hydrochloride","(주)유한양행","그뤼넨탈 게엠베하","2006-10-31 00:00:00","10-0642966-0000","421"
"422","200209450","아벨록스주400밀리그람(목시플록사신염산염)(병)","목시플록사신염산염","Moxifloxacin Hydrochloride","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","1998-07-21 00:00:00","10-0156238-0000","422"
"423","200209450","아벨록스주400밀리그람(목시플록사신염산염)(병)","목시플록사신염산염","Moxifloxacin Hydrochloride","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2000-01-14 00:00:00","10-0251886-0000","423"
"424","200209450","아벨록스주400밀리그람(목시플록사신염산염)(병)","목시플록사신염산염","Moxifloxacin Hydrochloride","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2007-06-28 00:00:00","10-0735788-0000","424"
"425","200209623","포스테오주(테리파라타이드)","테리파라타이드(유전자재조합)(숙주:E.coli K12RQ228, 벡터:pHMM193)","Teriparatide (rDNA, Host:E.coli K12RQ228, Vector:pHMM193)","한국릴리(유)","일라이 릴리 앤드 캄파니","2004-10-14 00:00:00","10-0454207-0000","425"
"426","200209623","포스테오주(테리파라타이드)","테리파라타이드(유전자재조합)(숙주:E.coli K12RQ228, 벡터:pHMM193)","Teriparatide (rDNA, Host:E.coli K12RQ228, Vector:pHMM193)","한국릴리(유)","일라이 릴리 앤드 캄파니","2005-04-01 00:00:00","10-0482703-0000","426"
"427","200209624","휴마로그믹스25퀵펜주100단위/밀리리터(유전자재조합,인슐린라이스프로25%와 인슐린라이스프로프로타민현탁액75%혼합액)","인슐린라이스프로","INSULIN LISPRO","한국릴리(유)","일라이릴리앤드캄파니","1998-10-31 00:00:00","10-0169727-0000","427"
"428","200209624","휴마로그믹스25퀵펜주100단위/밀리리터(유전자재조합,인슐린라이스프로25%와 인슐린라이스프로프로타민현탁액75%혼합액)","인슐린라이스프로","INSULIN LISPRO","한국릴리(유)","일라이릴리앤드캄파니","2003-04-17 00:00:00","10-0382326-0000","428"
"429","200209624","휴마로그믹스25퀵펜주100단위/밀리리터(유전자재조합,인슐린라이스프로25%와 인슐린라이스프로프로타민현탁액75%혼합액)","인슐린라이스프로","INSULIN LISPRO","한국릴리(유)","일라이릴리앤드캄파니","2003-05-20 00:00:00","10-0386038-0000","429"
"430","200209627","푸로작위클리서방캡슐90밀리그램(플루옥세틴염산염)","플루옥세틴염산염","Fluoxetine Hydrochloride","한국릴리(유)","일라이 릴리 앤드 캄파니","2006-01-27 00:00:00","10-0549473-0000","430"
"431","200209630","레나젤정400(세벨라머염산염)","세벨라머염산염","Sevelamer Hydrochloride","한국쿄와하코기린(주)","겐자임 코포레이션","2002-07-18 00:00:00","10-0346766-0000","431"
"432","200209631","레나젤정800(세벨라머염산염)","세벨라머염산염","Sevelamer Hydrochloride","한국쿄와하코기린(주)","겐자임 코포레이션","2002-07-18 00:00:00","10-0346766-0000","432"
"433","200209635","웰부트린서방정150㎎(부프로피온염산염)","부프로피온염산염","Bupropion Hydrochloride","(주)글락소스미스클라인","더 웰컴 파운데이션 리미티드","2001-04-12 00:00:00","10-0294154-0000","433"
"434","200209635","웰부트린서방정150㎎(부프로피온염산염)","부프로피온염산염","Bupropion Hydrochloride","(주)글락소스미스클라인","더 웰컴 파운데이션 리미티드","2002-08-20 00:00:00","10-0350941-0000","434"
"435","200209636","플루아릭스프리필드시린지(인플루엔자분할백신)","정제불활화 인플루엔자바이러스 항원 A형[A/Christchurch/16/2010 NIB-74xp(H1N1)]","Purified Inactivated Influenza Virus Antigen A [A/Christchurch/16/2010, NIB-74xp(H1N1)]","(주)글락소스미스클라인","글락소스미스클라인 바이오로지칼즈,브랜치오브스미스클라인비이참파마게엠베하운트 코카게","2008-11-21 00:00:00","10-0871021-0000","435"
"436","200209636","플루아릭스프리필드시린지(인플루엔자분할백신)","정제불활화 인플루엔자바이러스 항원 A형[A/Texas/50/2012 NYMC X-223A(H3N2)]","Purified Inactivated Influenza Virus Antigen A [A/Texas/50/2012 NYMC X-223A(H3N2)]","(주)글락소스미스클라인","글락소스미스클라인 바이오로지칼즈,브랜치오브스미스클라인비이참파마게엠베하운트 코카게","2008-11-21 00:00:00","10-0871021-0000","436"
"437","200209636","플루아릭스프리필드시린지(인플루엔자분할백신)","정제불활화 인플루엔자바이러스 항원 B형[B/Massachusetts/02/2012 NYMC BX-51B]","Purified Inactivated Influenza Virus Antigen B [B/Massachusetts/02/2012 NYMC BX-51B]","(주)글락소스미스클라인","글락소스미스클라인 바이오로지칼즈,브랜치오브스미스클라인비이참파마게엠베하운트 코카게","2008-11-21 00:00:00","10-0871021-0000","437"
"438","200209639","말라론정","아토바쿠온","Atovaquone","(주)글락소스미스클라인","더 웰컴 파운데이션 리미티드","2001-04-20 00:00:00","10-0294802-0000","438"
"439","200209639","말라론정","염산프로구아닐","Proguanil Hydrochloride","(주)글락소스미스클라인","더 웰컴 파운데이션 리미티드","2001-04-20 00:00:00","10-0294802-0000","439"
"440","200209697","엘리델크림1%(피메크로리무스)","피메크로리무스","Pimecrolimus","한국메나리니(주)","노바티스 아게","2004-05-25 00:00:00","10-0434682-0000","440"
"441","200209804","본알파로오숀(타칼시톨일수화물)","타칼시톨일수화물","Tacalcitol Monohydrate","일성신약(주)","데이진 가부시키가이샤","2005-05-16 00:00:00","10-0491202-0000","441"
"442","200209805","본알파크림(타칼시톨일수화물)","타칼시톨일수화물","Tacalcitol Monohydrate","일성신약(주)","데이진 가부시키가이샤","1999-06-24 00:00:00","10-0221045-0000","442"
"443","200209849","스피리바흡입용캡슐(티오트로퓸브롬화물수화물)","티오트로퓸브롬화물수화물","Tiotropium Bromide Hydrate","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2005-05-02 00:00:00","10-0488644-0000","443"
"444","200209849","스피리바흡입용캡슐(티오트로퓸브롬화물수화물)","티오트로퓸브롬화물수화물","Tiotropium Bromide Hydrate","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2008-04-15 00:00:00","10-0823860-0000","444"
"445","200209849","스피리바흡입용캡슐(티오트로퓸브롬화물수화물)","티오트로퓸브롬화물수화물","Tiotropium Bromide Hydrate","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2009-10-08 00:00:00","10-0921904-0000","445"
"446","200209850","미카르디스플러스정40/12.5밀리그램","텔미사르탄","Telmisartan","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2008-08-06 00:00:00","10-0851770-0000","446"
"447","200209850","미카르디스플러스정40/12.5밀리그램","히드로클로로티아지드","Hydrochlorothiazide","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2008-08-06 00:00:00","10-0851770-0000","447"
"448","200209851","미카르디스플러스정80/12.5밀리그램","텔미사르탄","Telmisartan","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2008-08-06 00:00:00","10-0851770-0000","448"
"449","200209851","미카르디스플러스정80/12.5밀리그램","히드로클로로티아지드","Hydrochlorothiazide","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2008-08-06 00:00:00","10-0851770-0000","449"
"450","200209900","노르믹스정(리팍시민)","리팍시민","Rifaximin","(주)삼오제약","알파 와셔만 에스.피.아","2008-08-22 00:00:00","10-0855084-0000","450"
"451","200210097","크레스토정10밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","시오노기세이야꾸가부시끼가이샤","1996-10-02 00:00:00","10-0105432-0000","451"
"452","200210097","크레스토정10밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","시오노기세이야꾸가부시끼가이샤","2003-06-11 00:00:00","10-0388713-0000","452"
"453","200210097","크레스토정10밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","시오노기세이야꾸가부시끼가이샤","2007-03-15 00:00:00","10-0698333-0000","453"
"454","200210097","크레스토정10밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","시오노기세이야꾸가부시끼가이샤","2008-03-12 00:00:00","10-0815042-0000","454"
"455","200210097","크레스토정10밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","아스트라제네카아베","1996-10-02 00:00:00","10-0105432-0000","455"
"456","200210097","크레스토정10밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","아스트라제네카아베","2003-06-11 00:00:00","10-0388713-0000","456"
"457","200210097","크레스토정10밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","아스트라제네카아베","2007-03-15 00:00:00","10-0698333-0000","457"
"458","200210097","크레스토정10밀리그램(로수바스타틴칼슘)","로수바스타틴칼슘","Rosuvastatin Calcium","한국아스트라제네카(주)","아스트라제네카아베","2008-03-12 00:00:00","10-0815042-0000","458"
"459","200210110","노보래피드주100단위/밀리리터(인슐린아스파트)","인슐린아스파트","Insulin Aspart","노보노디스크제약(주)","노보 노르디스크 에이/에스","2004-09-24 00:00:00","10-0451778-0000","459"
"460","200210111","노보래피드플렉스펜주100단위/밀리리터(인슐린아스파트)","인슐린아스파트","Insulin Aspart","노보노디스크제약(주)","노보 노르디스크 에이/에스","2004-09-24 00:00:00","10-0451778-0000","460"
"461","200210137","소마툴린오토젤60밀리그람주사(프리필드)(란레오티드아세테이트)","란레오티드","Lanreotide","(주)한국입센","입센 파마 에스.에이.에스","2001-05-18 00:00:00","10-0297168-0000","461"
"462","200210137","소마툴린오토젤60밀리그람주사(프리필드)(란레오티드아세테이트)","란레오티드","Lanreotide","(주)한국입센","입센 파마 에스.에이.에스","2004-08-24 00:00:00","10-0446924-0000","462"
"463","200210138","소마툴린오토젤90밀리그람주사(프리필드)(란레오티드아세테이트)","란레오티드","Lanreotide","(주)한국입센","입센 파마 에스.에이.에스","2001-05-18 00:00:00","10-0297168-0000","463"
"464","200210138","소마툴린오토젤90밀리그람주사(프리필드)(란레오티드아세테이트)","란레오티드","Lanreotide","(주)한국입센","입센 파마 에스.에이.에스","2004-08-24 00:00:00","10-0446924-0000","464"
"465","200210139","소마툴린오토젤120밀리그램주사(프리필드)(란레오티드아세테이트)","란레오티드","Lanreotide","(주)한국입센","입센 파마 에스.에이.에스","2001-05-18 00:00:00","10-0297168-0000","465"
"466","200210139","소마툴린오토젤120밀리그램주사(프리필드)(란레오티드아세테이트)","란레오티드","Lanreotide","(주)한국입센","입센 파마 에스.에이.에스","2004-08-24 00:00:00","10-0446924-0000","466"
"467","200210149","퓨레곤용액주50IU(폴리트로핀베타,재조합난포자극호르몬)","폴리트로핀-베타(재조합난포자극호르몬recFSH)(숙주:CHO세포,벡타:pKMS.FSH αgβg)","Follitropin-Beta (Recombinant, Host: CHO, Vector: pKMS.FSH αgβg)","한국엠에스디(유)","머크 샤프 앤 도메 비.브이.","2005-06-22 00:00:00","10-0498531-0000","467"
"468","200210150","퓨레곤용액주100IU(폴리트로핀베타,재조합난포자극호르몬)","폴리트로핀-베타(재조합난포자극호르몬recFSH)(숙주:CHO세포,벡타:pKMS.FSH αgβg)","Follitropin-Beta (Recombinant, Host: CHO, Vector: pKMS.FSH αgβg)","한국엠에스디(유)","머크 샤프 앤 도메 비.브이.","2005-06-22 00:00:00","10-0498531-0000","468"
"469","200210151","퓨레곤펜주(폴리트로핀베타,재조합난포자극호르몬)","폴리트로핀베타","Follitropin-Beta","한국엠에스디(유)","머크 샤프 앤 도메 비.브이.","2005-06-22 00:00:00","10-0498531-0000","469"
"470","200210175","바이덱스EC서방캅셀125밀리그람(디다노신)","디다노신","Didanosine","(유)한국비엠에스제약","브리스톨-마이어즈 스퀴브 컴페니","2005-04-11 00:00:00","10-0484299-0000","470"
"471","200210176","바이덱스EC서방캅셀200밀리그람(디다노신)","디다노신","Didanosine","(유)한국비엠에스제약","브리스톨-마이어즈 스퀴브 컴페니","2005-04-11 00:00:00","10-0484299-0000","471"
"472","200210177","바이덱스EC서방캅셀250밀리그람(디다노신)","디다노신","Didanosine","(유)한국비엠에스제약","브리스톨-마이어즈 스퀴브 컴페니","2005-04-11 00:00:00","10-0484299-0000","472"
"473","200210178","바이덱스EC서방캅셀400밀리그람(디다노신)","디다노신","Didanosine","(유)한국비엠에스제약","브리스톨-마이어즈 스퀴브 컴페니","2005-04-11 00:00:00","10-0484299-0000","473"
"474","200210513","라파뮨정1밀리그램(시롤리무스)","시롤리무스분산용액","Sirolimus Dispersion Solution","한국화이자제약(주)","서로이캘른","1988-08-21 00:00:00","10-0160957-0000","474"
"475","200210513","라파뮨정1밀리그램(시롤리무스)","시롤리무스분산용액","Sirolimus Dispersion Solution","한국화이자제약(주)","서로이캘른","2005-09-02 00:00:00","10-0513919-0000","475"
"476","200210513","라파뮨정1밀리그램(시롤리무스)","시롤리무스분산용액","Sirolimus Dispersion Solution","한국화이자제약(주)","와이어쓰 엘엘씨","1988-08-21 00:00:00","10-0160957-0000","476"
"477","200210513","라파뮨정1밀리그램(시롤리무스)","시롤리무스분산용액","Sirolimus Dispersion Solution","한국화이자제약(주)","와이어쓰 엘엘씨","2005-09-02 00:00:00","10-0513919-0000","477"
"478","200300087","캄토벨주(벨로테칸(CKD-602))","벨로테칸(CKD-602)","Belotecan (CKD-602)","(주)종근당","(주)종근당","1998-09-04 00:00:00","10-0163267-0000","478"
"479","200300393","티에스원캡슐20,25","기메라실","Gimeracil","제일약품(주)","오쓰까 세이야꾸 가부시키가이샤","1997-12-22 00:00:00","10-0133555-0000","479"
"480","200300393","티에스원캡슐20,25","오테라실칼륨","Oteracil Potassium","제일약품(주)","오쓰까 세이야꾸 가부시키가이샤","1997-12-22 00:00:00","10-0133555-0000","480"
"481","200300393","티에스원캡슐20,25","테가푸르","Tegafur","제일약품(주)","오쓰까 세이야꾸 가부시키가이샤","1997-12-22 00:00:00","10-0133555-0000","481"
"482","200300698","트리아핀정2.5/2.5mg","라미프릴","Ramipril","(주)한독","아스트라제네카 아베","2004-06-21 00:00:00","10-0438133-0000","482"
"483","200300698","트리아핀정2.5/2.5mg","펠로디핀","Felodipine","(주)한독","아스트라제네카 아베","2004-06-21 00:00:00","10-0438133-0000","483"
"484","200300699","트리아핀정5/5mg","라미프릴","Ramipril","(주)한독","아스트라제네카 아베","2004-06-21 00:00:00","10-0438133-0000","484"
"485","200300699","트리아핀정5/5mg","펠로디핀","Felodipine","(주)한독","아스트라제네카 아베","2004-06-21 00:00:00","10-0438133-0000","485"
"486","200301809","스피드펜연질캡슐200밀리그램(이부프로펜)","이부프로펜","Ibuprofen","한미약품(주)","한미약품주식회사","2005-08-03 00:00:00","10-0507771-0000","486"
"487","200302144","진다클린겔(클린다마이신포스페이트)","클린다마이신포스페이트","Clindamycin Phosphate","현대약품(주)","칸포드 비.브이.","2006-09-21 00:00:00","10-0629326-0000","487"
"488","200302297","엔테론정50밀리그램(포도씨건조엑스)","포도씨건조엑스","Grape Seed Oil Dried Extract","한림제약(주)","한림제약(주)","2013-11-06 00:00:00","10-1328383-0000","488"
"489","200307641","알파간피점안액0.15%(브리모니딘타르타르산염)","브리모니딘타르타르산염","Brimonidine Tartrate","한국엘러간(주)","알레간, 인코포레이티드","2007-09-04 00:00:00","10-0757656-0000","489"
"490","200307659","씨프로유로서방정500밀리그람","시프로플록사신","Ciprofloxacin","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2010-01-22 00:00:00","10-0939617-0000","490"
"491","200307659","씨프로유로서방정500밀리그람","시프로플록사신염산염수화물","Ciprofloxacin Hydrochloride Hydrate","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2010-01-22 00:00:00","10-0939617-0000","491"
"492","200307768","시알리스정10밀리그램(타다라필)","타다라필","Tadalafil","한국릴리(유)","이코스 코포레이션","2002-10-07 00:00:00","10-0357411-0000","492"
"493","200307768","시알리스정10밀리그램(타다라필)","타다라필","Tadalafil","한국릴리(유)","이코스 코포레이션","2006-04-28 00:00:00","10-0577057-0000","493"
"494","200307768","시알리스정10밀리그램(타다라필)","타다라필","Tadalafil","한국릴리(유)","이코스 코포레이션","2007-07-06 00:00:00","10-0738861-0000","494"
"495","200307774","프리토플러스정40/12.5밀리그램","텔미사르탄","Telmisartan","광동제약(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2008-08-06 00:00:00","10-0851770-0000","495"
"496","200307774","프리토플러스정40/12.5밀리그램","히드로클로로티아지드","Hydrochlorothiazide","광동제약(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2008-08-06 00:00:00","10-0851770-0000","496"
"497","200307775","프리토플러스정80/12.5밀리그램","텔미사르탄","Telmisartan","광동제약(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2008-08-06 00:00:00","10-0851770-0000","497"
"498","200307775","프리토플러스정80/12.5밀리그램","히드로클로로티아지드","Hydrochlorothiazide","광동제약(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","2008-08-06 00:00:00","10-0851770-0000","498"
"499","200307776","아반다메트정4밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","1998-09-11 00:00:00","10-0164207-0000","499"
"500","200307776","아반다메트정4밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","2007-09-12 00:00:00","10-0760063-0000","500"
"501","200307776","아반다메트정4밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","스미스크라인 비참 리미티드","1998-09-11 00:00:00","10-0164207-0000","501"
"502","200307776","아반다메트정4밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","스미스크라인 비참 리미티드","2007-09-12 00:00:00","10-0760063-0000","502"
"503","200307776","아반다메트정4밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","1998-09-11 00:00:00","10-0164207-0000","503"
"504","200307776","아반다메트정4밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","2007-09-12 00:00:00","10-0760063-0000","504"
"505","200307776","아반다메트정4밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","스미스크라인 비참 리미티드","1998-09-11 00:00:00","10-0164207-0000","505"
"506","200307776","아반다메트정4밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","스미스크라인 비참 리미티드","2007-09-12 00:00:00","10-0760063-0000","506"
"507","200307777","아반다메트정2밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","1998-09-11 00:00:00","10-0164207-0000","507"
"508","200307777","아반다메트정2밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","2007-09-12 00:00:00","10-0760063-0000","508"
"509","200307777","아반다메트정2밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","스미스크라인 비참 리미티드","1998-09-11 00:00:00","10-0164207-0000","509"
"510","200307777","아반다메트정2밀리그람/500밀리그람","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","스미스크라인 비참 리미티드","2007-09-12 00:00:00","10-0760063-0000","510"
"511","200307777","아반다메트정2밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","1998-09-11 00:00:00","10-0164207-0000","511"
"512","200307777","아반다메트정2밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","2007-09-12 00:00:00","10-0760063-0000","512"
"513","200307777","아반다메트정2밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","스미스크라인 비참 리미티드","1998-09-11 00:00:00","10-0164207-0000","513"
"514","200307777","아반다메트정2밀리그람/500밀리그람","염산메트포르민","Metformin Hydrochloride","(주)글락소스미스클라인","스미스크라인 비참 리미티드","2007-09-12 00:00:00","10-0760063-0000","514"
"515","200307778","후릭소타이드주니어에보할러50마이크로그램(플루티카손프로피오네이트(미분화))","플루티카손프로피오네이트(미분화)","Fluticasone Propionate Micronized","(주)글락소스미스클라인","글락소 그룹 리미티드","2000-10-18 00:00:00","10-0278339-0000","515"
"516","200307779","후릭소타이드에보할러125마이크로그램(플루티카손프로피오네이트(미분화))","플루티카손프로피오네이트(미분화)","Fluticasone Propionate Micronized","(주)글락소스미스클라인","글락소 그룹 리미티드","2000-10-18 00:00:00","10-0278339-0000","516"
"517","200307780","후릭소타이드에보할러250마이크로그램(플루티카손프로피오네이트(미분화))","플루티카손프로피오네이트(미분화)","Fluticasone Propionate Micronized","(주)글락소스미스클라인","글락소 그룹 리미티드","2000-10-18 00:00:00","10-0278339-0000","517"
"518","200307786","코팍손주(글라티라머아세테이트)","글라티라머아세테이트","Glatiramer Acetate","(주)한독테바","에다 리서치 앤드 디벨럽먼트 컴퍼니 리미티드","2003-10-17 00:00:00","10-0403750-0000","518"
"519","200307793","글루코반스정500/2.5밀리그램","글리벤클라미드","Glibenclamide","머크(주)","머크 상트","2005-03-14 00:00:00","10-0478347-0000","519"
"520","200307793","글루코반스정500/2.5밀리그램","메트포르민염산염","Metformin Hydrochloride","머크(주)","머크 상트","2005-03-14 00:00:00","10-0478347-0000","520"
"521","200307794","글루코반스정500/5밀리그램","글리벤클라미드","Glibenclamide","머크(주)","머크 상트","2005-03-14 00:00:00","10-0478347-0000","521"
"522","200307794","글루코반스정500/5밀리그램","메트포르민염산염","Metformin Hydrochloride","머크(주)","머크 상트","2005-03-14 00:00:00","10-0478347-0000","522"
"523","200307797","비쥬다인주사(베르테포르핀)","베르테포르핀","Verteporfin","한국노바티스(주)","유니버시티 오브 브리티시 콜롬비아","1999-08-23 00:00:00","10-0230588-0000","523"
"524","200307806","마이폴틱장용정360밀리그램(미코페놀레이트나트륨)","미코페놀레이트나트륨","Mycophenolate Sodium","한국노바티스(주)","노파르티스 아게","2005-05-16 00:00:00","10-0491274-0000","524"
"525","200307806","마이폴틱장용정360밀리그램(미코페놀레이트나트륨)","미코페놀레이트나트륨","Mycophenolate Sodium","한국노바티스(주)","노파르티스 아게","2007-01-12 00:00:00","10-0671367-0000","525"
"526","200307807","마이폴틱장용정180밀리그램(미코페놀레이트나트륨)","미코페놀레이트나트륨","Mycophenolate Sodium","한국노바티스(주)","노파르티스 아게","2005-05-16 00:00:00","10-0491274-0000","526"
"527","200307807","마이폴틱장용정180밀리그램(미코페놀레이트나트륨)","미코페놀레이트나트륨","Mycophenolate Sodium","한국노바티스(주)","노파르티스 아게","2007-01-12 00:00:00","10-0671367-0000","527"
"528","200307820","로페론-에이프리필드주300만단위/0.5mL(인터페론알파-2에이)","인터페론알파-2에이(숙주:E.coli W3110 trpR-,벡터:pLIF-A-trp55)","Interferon Alpha-2A (Host:E.coli W3110 trpR-, Vector:pLIF-A-trp55)","(주)한국로슈","에프 호프만-라 로슈 에이지","1999-05-10 00:00:00","10-0212346-0000","528"
"529","200307822","맙테라주(리툭시맙)(단클론항체,유전자재조합)","리툭시맙","Rituximab","(주)한국로슈","바이오젠 인크.","2011-03-10 00:00:00","10-1023367-0000","529"
"530","200307822","맙테라주(리툭시맙)(단클론항체,유전자재조합)","리툭시맙","Rituximab","(주)한국로슈","바이오젠 인크.","2011-09-01 00:00:00","10-1063278-0000","530"
"531","200307822","맙테라주(리툭시맙)(단클론항체,유전자재조합)","리툭시맙","Rituximab","(주)한국로슈","바이오젠 인크.","2011-12-02 00:00:00","10-1092132-0000","531"
"532","200307822","맙테라주(리툭시맙)(단클론항체,유전자재조합)","리툭시맙","Rituximab","(주)한국로슈","바이오젠 인크.","2011-12-02 00:00:00","10-1092171-0000","532"
"533","200307822","맙테라주(리툭시맙)(단클론항체,유전자재조합)","리툭시맙","Rituximab","(주)한국로슈","바이오젠 인크.","2012-06-07 00:00:00","10-1155957-0000","533"
"534","200307822","맙테라주(리툭시맙)(단클론항체,유전자재조합)","리툭시맙","Rituximab","(주)한국로슈","제넨테크, 인크.","2011-03-10 00:00:00","10-1023367-0000","534"
"535","200307822","맙테라주(리툭시맙)(단클론항체,유전자재조합)","리툭시맙","Rituximab","(주)한국로슈","제넨테크, 인크.","2011-09-01 00:00:00","10-1063278-0000","535"
"536","200307822","맙테라주(리툭시맙)(단클론항체,유전자재조합)","리툭시맙","Rituximab","(주)한국로슈","제넨테크, 인크.","2011-12-02 00:00:00","10-1092132-0000","536"
"537","200307822","맙테라주(리툭시맙)(단클론항체,유전자재조합)","리툭시맙","Rituximab","(주)한국로슈","제넨테크, 인크.","2011-12-02 00:00:00","10-1092171-0000","537"
